query,recipe_id,publisher,source_url,image_url,social_rank,publisher_url,title,sum_cal,sum_fat,sum_carb,sum_protein
beef,ddb388,Serious Eats,http://www.seriouseats.com/recipes/2010/07/in-n-outs-double-double-animal-style-burger-recipe.html,http://forkify-api.herokuapp.com/images/20100723innoutprimaryb815.jpg,99.99999999999991,http://www.seriouseats.com/,"In-N-Out's Double-Double, Animal Style",1350.7470625000003,59.341027749999995,120.05059999999999,81.3995081
beef,34678,All Recipes,http://allrecipes.com/Recipe/Worlds-Best-Lasagna/Detail.aspx,http://forkify-api.herokuapp.com/images/3242749be.jpg,99.9999999999999,http://allrecipes.com,World’s Best Lasagna,6065.7272758165,450.70972209185,130.1596338422,366.15929471385
beef,46963,The Pioneer Woman,http://thepioneerwoman.com/cooking/2011/12/spicy-whiskey-bbq-sliders/,http://forkify-api.herokuapp.com/images/sliders089d.jpg,99.99999999999979,http://thepioneerwoman.com,Spicy Whiskey BBQ Sliders,3360.403521540001,283.4824983,45.4692,135.81183307999999
beef,46884,The Pioneer Woman,http://thepioneerwoman.com/cooking/2012/11/baked-ziti/,http://forkify-api.herokuapp.com/images/ziti285ed.jpg,99.99999999999949,http://thepioneerwoman.com,Baked Ziti,5834.892810609002,410.83132356864996,193.1937627726,348.45552471105
beef,48364,Steamy Kitchen,http://www.steamykitchen.com/271-vietnamese-beef-noodle-soup-pho.html,http://forkify-api.herokuapp.com/images/vietnamesephorecipe2200x150b8fd.jpg,99.99999999999105,http://www.steamykitchen.com,Vietnamese Pho: Beef Noodle Soup Recipe,10044.9081016,435.2475024799998,662.8151849999999,758.8867598600001
beef,47297,The Pioneer Woman,http://thepioneerwoman.com/cooking/2008/09/simple-perfect-enchiladas/,http://forkify-api.herokuapp.com/images/Enchiladas23ee.jpg,99.99999999999018,http://thepioneerwoman.com,"Simple, Perfect Enchiladas!",3868.8148302260006,184.90026140039998,443.36645541159993,115.17137537759997
beef,49640,Bon Appetit,http://www.bonappetit.com/recipes/2011/10/red-wine-braised-short-ribs,http://forkify-api.herokuapp.com/images/Red_Wine_Braised_Short_Ribs_646a119.jpg,99.99999999993693,http://www.bonappetit.com,Red Wine-Braised Short Ribs,6629.461125000001,371.0703774999999,144.6264,637.0139810000002
beef,28878,All Recipes,http://allrecipes.com/Recipe/Slow-Cooker-Beef-Stroganoff-I/Detail.aspx,http://forkify-api.herokuapp.com/images/569446a2c8.jpg,99.9999999998939,http://allrecipes.com,Slow Cooker Beef Stroganoff,1609.3168705315002,107.544279035975,18.956888401725003,134.556576501875
beef,46876,The Pioneer Woman,http://thepioneerwoman.com/cooking/2013/01/sunday-night-stew/,http://forkify-api.herokuapp.com/images/stew26d82.jpg,99.9999999998818,http://thepioneerwoman.com,Sunday Night Stew,5677.928072716001,260.0689623288,480.9030749472,319.48721950439995
beef,35119,Closet Cooking,http://www.closetcooking.com/2012/05/bacon-wrapped-jalapeno-popper-burgers.html,http://forkify-api.herokuapp.com/images/Jalapeno2BPopper2BBurgers2B5002B186755e06e2b.jpg,99.9999999996593,http://closetcooking.com,Bacon Wrapped Jalapeno Popper Burgers,3221.101714555,261.064975141,82.841095082,122.64385653879998
